university_name,group_code,sample_major_name,suggested_majors,in_simple,auto_filled
东北林业大学(中外合作办学),204,专业组204,,NO,NO
"教
哈尔滨医科大学",203,专业组203,,NO,NO
哈尔滨医科大学,204,专业组204,,NO,NO
"省
哈尔滨医科大学",205,专业组205,,NO,NO
黑龙江中医药大学,204,专业组204,,NO,NO
牡丹江医学院,201,专业组201,,NO,NO
牡丹江医学院,"育
202","专业组育
202",,NO,NO
哈尔滨师范大学,204,专业组204,,NO,NO
哈尔滨师范大学,"教
205","专业组教
205",,NO,NO
哈尔滨师范大学,207,专业组207,,NO,NO
"广
哈尔滨学院",203,专业组203,,NO,NO
同济大学,"广
204","专业组广
204",,NO,NO
同济大学,205,专业组205,,NO,NO
同济大学(中外合作办学),207,专业组207,,NO,NO
上海交通大学,204,专业组204,,NO,NO
华东理工大学,"院
202","专业组院
202",,NO,NO
华东理工大学,204,专业组204,,NO,NO
"考
上海理工大学(中外合作办学)",202,专业组202,,NO,NO
上海海事大学,202,专业组202,,NO,NO
"育
东华大学",204,专业组204,,NO,NO
东华大学,205,专业组205,,NO,NO
上海电力大学,201,专业组201,,NO,NO
"教
上海电力大学(中外合作办学)",202,专业组202,,NO,NO
"省
上海应用技术大学",202,专业组202,,NO,NO
上海健康医学院,202,专业组202,,NO,NO
上海海洋大学,202,专业组202,,NO,NO
上海海洋大学(中外合作办学),204,专业组204,,NO,NO
华东师范大学,203,专业组203,,NO,NO
华东师范大学,"育
204","专业组育
204",,NO,NO
华东师范大学,205,专业组205,,NO,NO
华东师范大学,"教
206","专业组教
206",,NO,NO
上海师范大学(中外合作办学),206,专业组206,,NO,NO
华东政法大学,202,专业组202,,NO,NO
"广
上海大学(中外合作办学)",202,专业组202,,NO,NO
南京大学(中外合作办学),204,专业组204,,NO,NO
苏州大学,204,专业组204,,NO,NO
苏州大学,207,专业组207,,NO,NO
苏州大学,"广
213","专业组广
213",,NO,NO
东南大学,202,专业组202,,NO,NO
南京航空航天大学(中外合作办学),202,专业组202,,NO,NO
南京理工大学,"院
202","专业组院
202",,NO,NO
中国矿业大学,202,专业组202,,NO,NO
"考
中国矿业大学",203,专业组203,,NO,NO
中国矿业大学(中外合作办学),205,专业组205,,NO,NO
中国矿业大学(中外合作办学),206,专业组206,,NO,NO
"育
南京工业大学",202,专业组202,,NO,NO
南京工业大学,203,专业组203,,NO,NO
南京工业大学,204,专业组204,,NO,NO
"教
南京工业大学(中外合作办学)",205,专业组205,,NO,NO
"省
常州大学",203,专业组203,,NO,NO
常州大学(中外合作办学),205,专业组205,,NO,NO
南京邮电大学,201,专业组201,,NO,NO
河海大学,"育
204","专业组育
204",,NO,NO
河海大学,"教
206","专业组教
206",,NO,NO
河海大学(中外合作办学),207,专业组207,,NO,NO
河海大学(中外合作办学),208,专业组208,,NO,NO
江南大学,204,专业组204,,NO,NO
江南大学(中外合作办学),205,专业组205,,NO,NO
"广
江苏大学",202,专业组202,,NO,NO
南通大学,204,专业组204,,NO,NO
南通大学,212,专业组212,,NO,NO
南通大学,214,专业组214,,NO,NO
盐城工学院,"广
201","专业组广
201",,NO,NO
南京农业大学,202,专业组202,,NO,NO
南京农业大学,203,专业组203,,NO,NO
南京医科大学,202,专业组202,,NO,NO
南京中医药大学,"院
202","专业组院
202",,NO,NO
中国药科大学,203,专业组203,,NO,NO
南京师范大学,202,专业组202,,NO,NO
"考
南京师范大学",203,专业组203,,NO,NO
"育
南京财经大学",203,专业组203,,NO,NO
南京体育学院,201,专业组201,,NO,NO
"教
苏州科技大学",204,专业组204,,NO,NO
"省
苏州科技大学(中外合作办学)",207,专业组207,,NO,NO
杭州电子科技大学(中外合作办学),"育
203","专业组育
203",,NO,NO
浙江工业大学,201,专业组201,,NO,NO
浙江工业大学,"教
202","专业组教
202",,NO,NO
浙江工业大学(中外合作办学),204,专业组204,,NO,NO
浙江工业大学,206,专业组206,,NO,NO
浙江理工大学,204,专业组204,,NO,NO
浙江理工大学,207,专业组207,,NO,NO
"广
浙江海洋大学",201,专业组201,,NO,NO
浙江海洋大学,202,专业组202,,NO,NO
浙江海洋大学,205,专业组205,,NO,NO
浙江农林大学,204,专业组204,,NO,NO
浙江农林大学(中外合作办学),206,专业组206,,NO,NO
温州医科大学,201,专业组201,,NO,NO
浙江中医药大学,"广
204","专业组广
204",,NO,NO
浙江师范大学,205,专业组205,,NO,NO
浙江师范大学(中外合作办学),"院
213","专业组院
213",,NO,NO
浙江师范大学(中外合作办学),224,专业组224,,NO,NO
"考
杭州师范大学",201,专业组201,,NO,NO
杭州师范大学,202,专业组202,,NO,NO
"育
杭州师范大学(中外合作办学)",207,专业组207,,NO,NO
杭州师范大学(中外合作办学),208,专业组208,,NO,NO
"教
湖州师范学院",204,专业组204,,NO,NO
温州大学,202,专业组202,,NO,NO
"省
温州大学(中外合作办学)",203,专业组203,,NO,NO
丽水学院,201,专业组201,,NO,NO
浙江工商大学,"育
206","专业组育
206",,NO,NO
嘉兴学院,201,专业组201,,NO,NO
嘉兴学院,"教
202","专业组教
202",,NO,NO
安徽大学(中外合作办学),203,专业组203,,NO,NO
中国科学技术大学,201,专业组201,,NO,NO
"广
中国科学技术大学",202,专业组202,,NO,NO
合肥工业大学,204,专业组204,,NO,NO
合肥工业大学,205,专业组205,,NO,NO
合肥工业大学(中外合作办学),206,专业组206,,NO,NO
安徽工业大学,204,专业组204,,NO,NO
安徽理工大学,201,专业组201,,NO,NO
安徽理工大学(中外合作办学),203,专业组203,,NO,NO
安徽工程大学,"广
202","专业组广
202",,NO,NO
安徽农业大学,204,专业组204,,NO,NO
安徽中医药大学,"院
203","专业组院
203",,NO,NO
安徽中医药大学,204,专业组204,,NO,NO
安徽中医药大学,205,专业组205,,NO,NO
"考
安徽师范大学",204,专业组204,,NO,NO
淮北师范大学,205,专业组205,,NO,NO
"育
淮北师范大学",206,专业组206,,NO,NO
"教
安徽财经大学(中外合作办学)",203,专业组203,,NO,NO
"省
铜陵学院",201,专业组201,,NO,NO
厦门大学,203,专业组203,,NO,NO
厦门大学,204,专业组204,,NO,NO
厦门大学(马来西亚分校),212,专业组212,,NO,NO
厦门大学(马来西亚分校),"育
213","专业组育
213",,NO,NO
厦门大学(马来西亚分校),214,专业组214,,NO,NO
华侨大学,"教
205","专业组教
205",,NO,NO
福州大学(闽台合作),205,专业组205,,NO,NO
"广
福建农林大学",203,专业组203,,NO,NO
福建农林大学,209,专业组209,,NO,NO
集美大学,204,专业组204,,NO,NO
集美大学,207,专业组207,,NO,NO
福建医科大学,"广
201","专业组广
201",,NO,NO
福建医科大学,202,专业组202,,NO,NO
福建中医药大学,201,专业组201,,NO,NO
福建中医药大学,"院
203","专业组院
203",,NO,NO
福建中医药大学(中外合作办学),204,专业组204,,NO,NO
福建师范大学(中外合作办学),209,专业组209,,NO,NO
"考
闽江学院",202,专业组202,,NO,NO
闽江学院,203,专业组203,,NO,NO
"育
武夷学院",204,专业组204,,NO,NO
"教
泉州师范学院",205,专业组205,,NO,NO
"省
泉州师范学院",211,专业组211,,NO,NO
闽南师范大学,201,专业组201,,NO,NO
南昌大学,"育
205","专业组育
205",,NO,NO
南昌大学(中外合作办学),209,专业组209,,NO,NO
南昌大学,"教
211","专业组教
211",,NO,NO
南昌大学,212,专业组212,,NO,NO
南昌大学,214,专业组214,,NO,NO
华东交通大学,207,专业组207,,NO,NO
"广
东华理工大学",202,专业组202,,NO,NO
南昌航空大学,203,专业组203,,NO,NO
南昌航空大学(中外合作办学),206,专业组206,,NO,NO
江西理工大学,204,专业组204,,NO,NO
江西理工大学(中外合作办学),208,专业组208,,NO,NO
景德镇陶瓷大学,"广
203","专业组广
203",,NO,NO
江西农业大学,205,专业组205,,NO,NO
江西农业大学,206,专业组206,,NO,NO
江西农业大学(联合培养),208,专业组208,,NO,NO
江西中医药大学,"院
203","专业组院
203",,NO,NO
赣南医学院,201,专业组201,,NO,NO
"考
赣南医学院",202,专业组202,,NO,NO
赣南医学院,203,专业组203,,NO,NO
赣南医学院,204,专业组204,,NO,NO
"育
江西师范大学",206,专业组206,,NO,NO
江西师范大学,208,专业组208,,NO,NO
"教
江西师范大学",209,专业组209,,NO,NO
江西师范大学,210,专业组210,,NO,NO
"省
江西师范大学",211,专业组211,,NO,NO
上饶师范学院,204,专业组204,,NO,NO
宜春学院,203,专业组203,,NO,NO
宜春学院,"育
205","专业组育
205",,NO,NO
赣南师范大学,"教
204","专业组教
204",,NO,NO
赣南师范大学,205,专业组205,,NO,NO
赣南师范大学,215,专业组215,,NO,NO
赣南师范大学,216,专业组216,,NO,NO
"广
井冈山大学",206,专业组206,,NO,NO
江西财经大学(中外合作办学),209,专业组209,,NO,NO
中国海洋大学,"广
203","专业组广
203",,NO,NO
中国海洋大学,204,专业组204,,NO,NO
中国海洋大学(中外合作办学),207,专业组207,,NO,NO
中国海洋大学(中外合作办学),208,专业组208,,NO,NO
中国海洋大学,210,专业组210,,NO,NO
中国海洋大学,"院
211","专业组院
211",,NO,NO
中国海洋大学(中外合作办学),213,专业组213,,NO,NO
山东科技大学,202,专业组202,,NO,NO
"考
中国石油大学(华东)",201,专业组201,,NO,NO
"育
中国石油大学(华东)",204,专业组204,,NO,NO
青岛科技大学,201,专业组201,,NO,NO
"省
济南大学",204,专业组204,,NO,NO
济南大学,206,专业组206,,NO,NO
青岛理工大学,"育
205","专业组育
205",,NO,NO
山东建筑大学(中外合作办学),"教
206","专业组教
206",,NO,NO
山东建筑大学(中外合作办学),207,专业组207,,NO,NO
齐鲁工业大学,202,专业组202,,NO,NO
山东理工大学,203,专业组203,,NO,NO
山东农业大学,203,专业组203,,NO,NO
"广
山东农业大学",206,专业组206,,NO,NO
青岛农业大学,205,专业组205,,NO,NO
青岛农业大学,206,专业组206,,NO,NO
潍坊医学院,201,专业组201,,NO,NO
潍坊医学院,202,专业组202,,NO,NO
潍坊医学院,203,专业组203,,NO,NO
滨州医学院,"广
203","专业组广
203",,NO,NO
滨州医学院,204,专业组204,,NO,NO
山东中医药大学,203,专业组203,,NO,NO
山东师范大学,"院
204","专业组院
204",,NO,NO
山东师范大学(中外合作办学),211,专业组211,,NO,NO
"考
聊城大学",201,专业组201,,NO,NO
滨州学院,202,专业组202,,NO,NO
"育
鲁东大学",202,专业组202,,NO,NO
"教
临沂大学",204,专业组204,,NO,NO
临沂大学(中外合作办学),206,专业组206,,NO,NO
"省
泰山学院",201,专业组201,,NO,NO
菏泽学院,203,专业组203,,NO,NO
郑州大学,202,专业组202,,NO,NO
郑州大学,"育
203","专业组育
203",,NO,NO
郑州大学,206,专业组206,,NO,NO
郑州大学,"教
207","专业组教
207",,NO,NO
河南理工大学,203,专业组203,,NO,NO
郑州轻工业大学,203,专业组203,,NO,NO
郑州轻工业大学(中外合作办学),206,专业组206,,NO,NO
"广
河南工业大学",204,专业组204,,NO,NO
河南工业大学(联合培养),208,专业组208,,NO,NO
河南工业大学(中外合作办学),209,专业组209,,NO,NO
河南工业大学(中外合作办学),210,专业组210,,NO,NO
河南科技大学,205,专业组205,,NO,NO
河南科技大学,206,专业组206,,NO,NO
河南科技大学,"广
208","专业组广
208",,NO,NO
河南科技大学,209,专业组209,,NO,NO
中原工学院(中外合作办学),203,专业组203,,NO,NO
河南农业大学,"院
205","专业组院
205",,NO,NO
河南中医药大学,203,专业组203,,NO,NO
河南中医药大学,204,专业组204,,NO,NO
新乡医学院,201,专业组201,,NO,NO
"考
河南大学",207,专业组207,,NO,NO
"育
河南大学",210,专业组210,,NO,NO
河南大学,211,专业组211,,NO,NO
河南大学(中外合作办学),215,专业组215,,NO,NO
"教
河南大学(中外合作办学)",216,专业组216,,NO,NO
"省
河南大学",219,专业组219,,NO,NO
河南大学,220,专业组220,,NO,NO
河南大学,221,专业组221,,NO,NO
河南师范大学,204,专业组204,,NO,NO
信阳师范大学(中外合作办学),"育
205","专业组育
205",,NO,NO
信阳师范大学(中外合作办学),206,专业组206,,NO,NO
周口师范学院,"教
202","专业组教
202",,NO,NO
南阳师范学院,203,专业组203,,NO,NO
南阳师范学院,204,专业组204,,NO,NO
商丘师范学院,202,专业组202,,NO,NO
"广
河南财经政法大学(中外合作办学)",208,专业组208,,NO,NO
河南财经政法大学(中外合作办学),209,专业组209,,NO,NO
郑州航空工业管理学院,202,专业组202,,NO,NO
武汉大学,203,专业组203,,NO,NO
武汉大学,208,专业组208,,NO,NO
华中科技大学(中外合作办学),"广
206","专业组广
206",,NO,NO
武汉科技大学,206,专业组206,,NO,NO
长江大学,"院
204","专业组院
204",,NO,NO
长江大学,206,专业组206,,NO,NO
武汉工程大学,201,专业组201,,NO,NO
"考
武汉工程大学",202,专业组202,,NO,NO
"育
中国地质大学(武汉)",204,专业组204,,NO,NO
中国地质大学(武汉),208,专业组208,,NO,NO
"教
武汉纺织大学",203,专业组203,,NO,NO
"省
武汉轻工大学",203,专业组203,,NO,NO
武汉轻工大学,204,专业组204,,NO,NO
武汉理工大学,204,专业组204,,NO,NO
武汉理工大学(中外合作办学),"育
208","专业组育
208",,NO,NO
武汉理工大学(中外合作办学),209,专业组209,,NO,NO
湖北工业大学,"教
202","专业组教
202",,NO,NO
湖北工业大学(中外合作办学),203,专业组203,,NO,NO
华中农业大学,203,专业组203,,NO,NO
华中农业大学,205,专业组205,,NO,NO
"广
华中师范大学",204,专业组204,,NO,NO
湖北大学,204,专业组204,,NO,NO
湖北大学,207,专业组207,,NO,NO
湖北大学(中外合作办学),211,专业组211,,NO,NO
湖北大学(中外合作办学),212,专业组212,,NO,NO
湖北文理学院,"广
202","专业组广
202",,NO,NO
中南财经政法大学,207,专业组207,,NO,NO
中南财经政法大学,"院
210","专业组院
210",,NO,NO
中南财经政法大学,214,专业组214,,NO,NO
中南财经政法大学,215,专业组215,,NO,NO
"考
中南民族大学",204,专业组204,,NO,NO
"育
湖北汽车工业学院",201,专业组201,,NO,NO
湖北汽车工业学院(中外合作办学),203,专业组203,,NO,NO
"教
湖北工程学院",203,专业组203,,NO,NO
湘潭大学,203,专业组203,,NO,NO
"省
吉首大学",203,专业组203,,NO,NO
湖南大学(本科预科班),204,专业组204,,NO,NO
湖南大学,205,专业组205,,NO,NO
湖南大学,"育
207","专业组育
207",,NO,NO
中南大学,"教
203","专业组教
203",,NO,NO
中南大学(中外合作办学),206,专业组206,,NO,NO
湖南科技大学,206,专业组206,,NO,NO
湖南科技大学,209,专业组209,,NO,NO
"广
湖南科技大学",211,专业组211,,NO,NO
长沙理工大学,202,专业组202,,NO,NO
长沙理工大学,203,专业组203,,NO,NO
长沙理工大学,209,专业组209,,NO,NO
长沙理工大学,210,专业组210,,NO,NO
长沙理工大学(中外合作办学),212,专业组212,,NO,NO
长沙理工大学(中外合作办学),"广
214","专业组广
214",,NO,NO
湖南农业大学,206,专业组206,,NO,NO
湖南农业大学,208,专业组208,,NO,NO
湖南农业大学,"院
209","专业组院
209",,NO,NO
湖南农业大学(中外合作办学),215,专业组215,,NO,NO
"考
中南林业科技大学",205,专业组205,,NO,NO
"育
中南林业科技大学",208,专业组208,,NO,NO
"教
湖南中医药大学",203,专业组203,,NO,NO
"省
湖南中医药大学",205,专业组205,,NO,NO
湖南师范大学,214,专业组214,,NO,NO
湖南理工学院,202,专业组202,,NO,NO
湘南学院,"育
203","专业组育
203",,NO,NO
湘南学院,204,专业组204,,NO,NO
湘南学院,"教
205","专业组教
205",,NO,NO
湘南学院,211,专业组211,,NO,NO
湘南学院,212,专业组212,,NO,NO
衡阳师范学院,206,专业组206,,NO,NO
"广
邵阳学院",204,专业组204,,NO,NO
邵阳学院,206,专业组206,,NO,NO
怀化学院,203,专业组203,,NO,NO
怀化学院,208,专业组208,,NO,NO
湖南文理学院,204,专业组204,,NO,NO
湖南文理学院,"广
205","专业组广
205",,NO,NO
湖南科技学院,203,专业组203,,NO,NO
湖南人文科技学院,203,专业组203,,NO,NO
湖南工商大学,"院
204","专业组院
204",,NO,NO
南华大学,202,专业组202,,NO,NO
南华大学,207,专业组207,,NO,NO
"考
南华大学",208,专业组208,,NO,NO
中山大学,203,专业组203,,YES,YES
中山大学,204,专业组204,,YES,YES
"育
中山大学",205,专业组205,,NO,NO
"教
中山大学",216,专业组216,,NO,NO
"省
中山大学",220,专业组220,,NO,NO
暨南大学,"育
220","专业组育
220",,NO,NO
暨南大学,225,专业组225,,NO,NO
暨南大学,"教
226","专业组教
226",,NO,NO
暨南大学,227,专业组227,,NO,NO
暨南大学,228,专业组228,,NO,NO
汕头大学(地方专项),207,专业组207,,NO,NO
汕头大学(地方专项),208,专业组208,,NO,NO
"广
华南理工大学",202,专业组202,,NO,NO
华南农业大学,212,专业组212,,NO,NO
华南农业大学,"广
220","专业组广
220",,NO,NO
华南农业大学(中外合作办学),"院
252","专业组院
252",,NO,NO
"考
广东海洋大学",202,专业组202,,NO,NO
"育
广东海洋大学",205,专业组205,,NO,NO
"教
广东海洋大学",208,专业组208,,NO,NO
"省
广东海洋大学",210,专业组210,,NO,NO
广东海洋大学(地方专项),213,专业组213,,NO,NO
广东海洋大学(地方专项),214,专业组214,,NO,NO
广东海洋大学(地方专项),215,专业组215,,NO,NO
广东海洋大学,"育
216","专业组育
216",,NO,NO
广东海洋大学,"教
218","专业组教
218",,NO,NO
广州医科大学(地方专项),204,专业组204,,NO,NO
"广
广州医科大学(地方专项)",206,专业组206,,NO,NO
广东医科大学(协同培养),"广
213","专业组广
213",,NO,NO
广东医科大学(协同培养),214,专业组214,,NO,NO
广东医科大学(协同培养),215,专业组215,,NO,NO
广州中医药大学,"院
204","专业组院
204",,NO,NO
广州中医药大学(地方专项),206,专业组206,,NO,NO
广州中医药大学(地方专项),207,专业组207,,NO,NO
"考
广东药科大学",202,专业组202,,NO,NO
"育
华南师范大学",211,专业组211,,NO,NO
"教
华南师范大学",214,专业组214,,NO,NO
"省
华南师范大学(地方专项)",216,专业组216,,NO,NO
华南师范大学(地方专项),217,专业组217,,NO,NO
华南师范大学(中外合作办学),218,专业组218,,NO,NO
华南师范大学(中外合作办学),219,专业组219,,NO,NO
华南师范大学(联合培养),220,专业组220,,NO,NO
华南师范大学,"育
222","专业组育
222",,NO,NO
华南师范大学,"教
224","专业组教
224",,NO,NO
华南师范大学(地方专项),226,专业组226,,NO,NO
"广
韶关学院",221,专业组221,,NO,NO
韶关学院(学分互认),230,专业组230,,NO,NO
韶关学院(联合培养),"广
232","专业组广
232",,NO,NO
韶关学院,"院
253","专业组院
253",,NO,NO
韶关学院,254,专业组254,,NO,NO
"考
韶关学院",259,专业组259,,NO,NO
"育
惠州学院",222,专业组222,,NO,NO
"教
惠州学院",225,专业组225,,NO,NO
"省
惠州学院",227,专业组227,,NO,NO
惠州学院,"育
233","专业组育
233",,NO,NO
惠州学院,"教
235","专业组教
235",,NO,NO
"广
韩山师范学院",202,专业组202,,NO,NO
韩山师范学院(协同培养),207,专业组207,,NO,NO
韩山师范学院(协同培养),210,专业组210,,NO,NO
韩山师范学院(协同培养),215,专业组215,,NO,NO
岭南师范学院,"广
209","专业组广
209",,NO,NO
岭南师范学院,"院
215","专业组院
215",,NO,NO
"考
岭南师范学院",220,专业组220,,NO,NO
岭南师范学院(中外合作办学),222,专业组222,,NO,NO
"育
岭南师范学院(协同培养)",223,专业组223,,NO,NO
岭南师范学院(协同培养),224,专业组224,,NO,NO
"教
肇庆学院",208,专业组208,,NO,NO
"省
肇庆学院",210,专业组210,,NO,NO
嘉应学院,"育
201","专业组育
201",,NO,NO
嘉应学院,"教
203","专业组教
203",,NO,NO
嘉应学院(协同培养),211,专业组211,,NO,NO
"广
嘉应学院",212,专业组212,,NO,NO
广州美术学院,204,专业组204,,YES,YES
广东技术师范大学(地方专项),"广
205","专业组广
205",,NO,NO
广东技术师范大学(少数民族班),207,专业组207,,NO,NO
广东技术师范大学(少数民族班),208,专业组208,,NO,NO
广东技术师范大学(协同培养),209,专业组209,,NO,NO
广东技术师范大学(学分互认),210,专业组210,,NO,NO
海南大学,"院
205","专业组院
205",,NO,NO
海南大学,208,专业组208,,NO,NO
"考
海南大学",215,专业组215,,NO,NO
"育
深圳大学",223,专业组223,,NO,NO
"教
深圳大学",226,专业组226,,NO,NO
"省
深圳大学",228,专业组228,,NO,NO
深圳大学,"育
234","专业组育
234",,NO,NO
深圳大学,"教
236","专业组教
236",,NO,NO
深圳大学,244,专业组244,,NO,NO
"广
深圳大学(中外合作办学)",245,专业组245,,NO,NO
深圳大学(地方专项),251,专业组251,,NO,NO
深圳大学(地方专项),254,专业组254,,NO,NO
广东财经大学(联合培养),204,专业组204,,NO,NO
广东财经大学(地方专项),210,专业组210,,NO,NO
广东财经大学(地方专项),"广
211","专业组广
211",,NO,NO
广西科技大学,204,专业组204,,NO,NO
桂林电子科技大学(本科预科班),"院
202","专业组院
202",,NO,NO
桂林电子科技大学,203,专业组203,,NO,NO
桂林电子科技大学,204,专业组204,,NO,NO
"考
桂林理工大学",204,专业组204,,NO,NO
桂林理工大学,205,专业组205,,NO,NO
桂林理工大学(中外合作办学),207,专业组207,,NO,NO
"育
广西医科大学",201,专业组201,,NO,NO
广西医科大学,202,专业组202,,NO,NO
广西医科大学(联合培养),203,专业组203,,NO,NO
"教
右江民族医学院",204,专业组204,,NO,NO
"省
右江民族医学院",206,专业组206,,NO,NO
右江民族医学院,207,专业组207,,NO,NO
广西中医药大学,205,专业组205,,NO,NO
广西中医药大学,"育
206","专业组育
206",,NO,NO
广西中医药大学,"教
208","专业组教
208",,NO,NO
广西师范大学,203,专业组203,,NO,NO
广西师范大学,207,专业组207,,NO,NO
"广
广西师范大学",217,专业组217,,NO,NO
南宁师范大学,202,专业组202,,NO,NO
南宁师范大学,205,专业组205,,NO,NO
南宁师范大学(内地台湾合作办学),208,专业组208,,NO,NO
河池学院,202,专业组202,,NO,NO
玉林师范学院,203,专业组203,,NO,NO
玉林师范学院,"广
205","专业组广
205",,NO,NO
广西艺术学院,202,专业组202,,NO,NO
广西民族大学,"院
207","专业组院
207",,NO,NO
广西民族大学(联合培养),208,专业组208,,NO,NO
广西民族大学(联合培养),218,专业组218,,NO,NO
"考
四川大学",203,专业组203,,NO,NO
四川大学,205,专业组205,,NO,NO
"育
四川大学(中外合作办学)",208,专业组208,,NO,NO
四川大学,213,专业组213,,NO,NO
"教
四川大学",214,专业组214,,NO,NO
重庆大学,202,专业组202,,NO,NO
"省
重庆大学",203,专业组203,,NO,NO
重庆大学(中外合作办学),209,专业组209,,NO,NO
西南交通大学,204,专业组204,,NO,NO
西南交通大学,205,专业组205,,NO,NO
西南交通大学(中外合作办学),"育
208","专业组育
208",,NO,NO
西南交通大学(中外合作办学),209,专业组209,,NO,NO
电子科技大学,"教
201","专业组教
201",,NO,NO
西南石油大学,207,专业组207,,NO,NO
西南石油大学,210,专业组210,,NO,NO
西南石油大学,211,专业组211,,NO,NO
成都理工大学,203,专业组203,,NO,NO
"广
成都理工大学",205,专业组205,,NO,NO
成都理工大学(中外合作办学),208,专业组208,,NO,NO
成都理工大学(中外合作办学),209,专业组209,,NO,NO
成都理工大学,210,专业组210,,NO,NO
成都理工大学,212,专业组212,,NO,NO
成都理工大学,213,专业组213,,NO,NO
重庆邮电大学,"广
202","专业组广
202",,NO,NO
重庆邮电大学(中外合作办学),206,专业组206,,NO,NO
重庆交通大学,204,专业组204,,NO,NO
西南科技大学,"院
206","专业组院
206",,NO,NO
西南科技大学,207,专业组207,,NO,NO
西南科技大学(中外合作办学),209,专业组209,,NO,NO
四川轻化工大学,202,专业组202,,NO,NO
"考
四川轻化工大学",203,专业组203,,NO,NO
西华大学(本科预科班),203,专业组203,,NO,NO
"育
西华大学",204,专业组204,,NO,NO
"教
中国民用航空飞行学院",206,专业组206,,NO,NO
"省
中国民用航空飞行学院",208,专业组208,,NO,NO
中国民用航空飞行学院,209,专业组209,,NO,NO
四川农业大学,203,专业组203,,NO,NO
四川农业大学,204,专业组204,,NO,NO
西昌学院,"育
201","专业组育
201",,NO,NO
重庆医科大学,202,专业组202,,NO,NO
重庆医科大学,"教
203","专业组教
203",,NO,NO
重庆医科大学(中外合作办学),204,专业组204,,NO,NO
西南医科大学,203,专业组203,,NO,NO
成都中医药大学(联合培养),204,专业组204,,NO,NO
成都中医药大学(中外合作办学),206,专业组206,,NO,NO
"广
成都中医药大学(中外合作办学)",207,专业组207,,NO,NO
成都中医药大学(联合培养),209,专业组209,,NO,NO
西南大学,204,专业组204,,NO,NO
西南大学,205,专业组205,,NO,NO
西南大学(中外合作办学),215,专业组215,,NO,NO
西南大学(中外合作办学),216,专业组216,,NO,NO
西南大学,"广
217","专业组广
217",,NO,NO
西南大学(中外合作办学),220,专业组220,,NO,NO
西南大学(中外合作办学),221,专业组221,,NO,NO
四川师范大学,"院
206","专业组院
206",,NO,NO
四川师范大学,208,专业组208,,NO,NO
"考
重庆师范大学",205,专业组205,,NO,NO
"育
西华师范大学",203,专业组203,,NO,NO
"教
内江师范学院",206,专业组206,,NO,NO
内江师范学院,207,专业组207,,NO,NO
"省
重庆三峡学院",203,专业组203,,NO,NO
长江师范学院,202,专业组202,,NO,NO
乐山师范学院,"育
203","专业组育
203",,NO,NO
四川外国语大学,203,专业组203,,NO,NO
四川外国语大学,"教
204","专业组教
204",,NO,NO
四川外国语大学(中外合作办学),208,专业组208,,NO,NO
西南财经大学(中外合作办学),205,专业组205,,NO,NO
西南政法大学,203,专业组203,,NO,NO
四川音乐学院,202,专业组202,,NO,NO
"广
四川音乐学院",204,专业组204,,NO,NO
四川音乐学院(联合培养),205,专业组205,,NO,NO
西南民族大学,205,专业组205,,NO,NO
贵州大学,203,专业组203,,NO,NO
贵州大学(中外合作办学),205,专业组205,,NO,NO
贵州大学(中外合作办学),"广
206","专业组广
206",,NO,NO
贵州医科大学(中外合作办学),203,专业组203,,NO,NO
遵义医科大学,"院
205","专业组院
205",,NO,NO
遵义医科大学,207,专业组207,,NO,NO
"考
遵义医科大学",211,专业组211,,NO,NO
"育
贵州中医药大学",204,专业组204,,NO,NO
贵州中医药大学(中外合作办学),205,专业组205,,NO,NO
"教
贵州师范大学",207,专业组207,,NO,NO
贵州师范大学(中外合作办学),208,专业组208,,NO,NO
"省
安顺学院",204,专业组204,,NO,NO
贵州工程应用技术学院,205,专业组205,,NO,NO
凯里学院(中外合作办学),205,专业组205,,NO,NO
云南大学,"育
203","专业组育
203",,NO,NO
云南大学,"教
205","专业组教
205",,NO,NO
云南大学,207,专业组207,,NO,NO
昆明理工大学,203,专业组203,,NO,NO
"广
云南农业大学(中外合作办学)",203,专业组203,,NO,NO
西南林业大学,201,专业组201,,NO,NO
西南林业大学,204,专业组204,,NO,NO
西南林业大学(中外合作办学),208,专业组208,,NO,NO
昆明医科大学,202,专业组202,,NO,NO
昆明医科大学,"广
204","专业组广
204",,NO,NO
昆明医科大学(中外合作办学),205,专业组205,,NO,NO
大理大学,203,专业组203,,NO,NO
云南中医药大学,"院
203","专业组院
203",,NO,NO
云南师范大学,202,专业组202,,NO,NO
"考
普洱学院",201,专业组201,,NO,NO
红河学院,203,专业组203,,NO,NO
"育
云南财经大学",203,专业组203,,NO,NO
云南财经大学,205,专业组205,,NO,NO
"教
云南财经大学(中外合作办学)",207,专业组207,,NO,NO
"省
西藏大学",203,专业组203,,NO,NO
西藏大学,204,专业组204,,NO,NO
西北大学,202,专业组202,,NO,NO
西北大学(中外合作办学),203,专业组203,,NO,NO
西安交通大学,"育
202","专业组育
202",,NO,NO
西安交通大学(学分互认),203,专业组203,,NO,NO
西安交通大学(中外合作办学),"教
204","专业组教
204",,NO,NO
西北工业大学,203,专业组203,,NO,NO
西安工业大学(中外合作办学),203,专业组203,,NO,NO
"广
西安建筑科技大学",201,专业组201,,NO,NO
西安建筑科技大学(中外合作办学),204,专业组204,,NO,NO
