university_code,university,category,group_code,min_score,min_rank,plan_count,source,verified,has_major_details,major_name,group_name
10412,江西中医药大学,物理,211,530,111955,9,广东省教育考试院官方PDF,True,False,,
10412,江西中医药大学,物理,212,560,68055,4,广东省教育考试院官方PDF,True,False,,
10413,赣南医科大学,物理,204,534,105991,2,广东省教育考试院官方PDF,True,False,,
10413,赣南医科大学,物理,205,534,105505,35,广东省教育考试院官方PDF,True,False,,
10413,赣南医科大学,物理,206,523,124289,3,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,225,538,98595,29,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,226,535,104678,15,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,227,540,95658,11,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,228,569,55722,1,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,229,564,61885,8,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,230,542,92502,67,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,231,563,63442,1,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,232,541,94398,43,广东省教育考试院官方PDF,True,False,,
10414,江西师范大学,物理,234,536,102457,1,广东省教育考试院官方PDF,True,False,,
10416,上饶师范学院,物理,219,510,146378,2,广东省教育考试院官方PDF,True,False,,
10416,上饶师范学院,物理,220,509,147947,2,广东省教育考试院官方PDF,True,False,,
10416,上饶师范学院,物理,221,499,166381,18,广东省教育考试院官方PDF,True,False,,
10416,上饶师范学院,物理,222,500,164520,4,广东省教育考试院官方PDF,True,False,,
10417,宜春学院,物理,225,505,156543,2,广东省教育考试院官方PDF,True,False,,
10417,宜春学院,物理,226,500,164227,8,广东省教育考试院官方PDF,True,False,,
10417,宜春学院,物理,227,513,141872,2,广东省教育考试院官方PDF,True,False,,
10417,宜春学院,物理,229,520,129181,10,广东省教育考试院官方PDF,True,False,,
10417,宜春学院,物理,230,508,149493,4,广东省教育考试院官方PDF,True,False,,
10417,宜春学院,物理,231,508,150561,2,广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,227,515,138554,"考
8",广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,228,513,141262,6,广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,229,520,128849,5,广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,230,519,131245,5,广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,"育
231",547,85492,2,广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,232,498,168443,16,广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,233,544,89746,4,广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,234,519,130670,16,广东省教育考试院官方PDF,True,False,,
10418,"教
赣南师范大学",物理,237,521,126611,19,广东省教育考试院官方PDF,True,False,,
10418,赣南师范大学,物理,238,509,148598,4,广东省教育考试院官方PDF,True,False,,
10419,井冈山大学(国际班),物理,209,500,164744,2,广东省教育考试院官方PDF,True,False,,
10419,井冈山大学,物理,210,526,118644,2,广东省教育考试院官方PDF,True,False,,
10419,"省
井冈山大学",物理,211,514,138627,6,广东省教育考试院官方PDF,True,False,,
10419,井冈山大学,物理,212,522,125658,6,广东省教育考试院官方PDF,True,False,,
10419,井冈山大学,物理,213,529,114385,28,广东省教育考试院官方PDF,True,False,,
10419,井冈山大学,物理,214,540,96347,4,广东省教育考试院官方PDF,True,False,,
10419,"东
井冈山大学(中外合作办学)",物理,215,506,154168,2,广东省教育考试院官方PDF,True,False,,
10421,江西财经大学,物理,213,558,69923,58,广东省教育考试院官方PDF,True,False,,
10421,江西财经大学,物理,214,561,66043,24,广东省教育考试院官方PDF,True,False,,
10421,江西财经大学,物理,215,557,71224,1,广东省教育考试院官方PDF,True,False,,
10421,"广
江西财经大学",物理,216,560,67837,32,广东省教育考试院官方PDF,True,False,,
10421,江西财经大学,物理,217,559,68392,23,广东省教育考试院官方PDF,True,False,,
10421,江西财经大学(中外合作办学),物理,218,551,79673,4,广东省教育考试院官方PDF,True,False,,
10421,江西财经大学(中外合作办学),物理,219,548,84512,4,广东省教育考试院官方PDF,True,False,,
10421,江西财经大学(中外合作办学),物理,220,531,110867,8,广东省教育考试院官方PDF,True,False,,
10421,江西财经大学(中外合作办学),物理,221,532,109013,16,广东省教育考试院官方PDF,True,False,,
10422,山东大学,物理,203,618,15173,16,广东省教育考试院官方PDF,True,False,,
10422,山东大学,物理,204,620,14073,30,广东省教育考试院官方PDF,True,False,,
10422,山东大学,物理,205,613,17974,28,广东省教育考试院官方PDF,True,False,,
10422,山东大学,物理,206,621,13695,52,广东省教育考试院官方PDF,True,False,,
10422,山东大学,物理,207,614,17475,12,广东省教育考试院官方PDF,True,False,,
10422,山东大学,物理,208,629,10125,5,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学,物理,217,605,22732,8,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学,物理,218,610,19936,6,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学,物理,219,610,19977,56,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学,物理,220,621,13718,10,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学,物理,221,606,22474,52,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学,物理,222,611,19050,6,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学(中外合作办学),物理,223,616,16394,3,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学(中外合作办学),物理,224,611,18958,7,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学(中外合作办学),物理,225,605,23341,4,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学(中外合作办学),物理,226,611,19385,2,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学(中外合作办学),物理,227,606,22180,4,广东省教育考试院官方PDF,True,False,,
10423,中国海洋大学(中外合作办学),物理,228,603,24542,4,广东省教育考试院官方PDF,True,False,,
10424,山东科技大学,物理,204,557,71658,13,广东省教育考试院官方PDF,True,False,,
10425,中国石油大学(华东),物理,210,595,30429,65,广东省教育考试院官方PDF,True,False,,
10426,青岛科技大学,物理,206,526,118455,45,广东省教育考试院官方PDF,True,False,,
10426,青岛科技大学(中外合作办学),物理,207,522,125290,6,广东省教育考试院官方PDF,True,False,,
10427,济南大学,物理,218,532,108401,16,广东省教育考试院官方PDF,True,False,,
10427,济南大学,物理,219,532,109106,101,广东省教育考试院官方PDF,True,False,,
10427,济南大学,物理,220,521,126695,30,广东省教育考试院官方PDF,True,False,,
10427,济南大学,物理,221,539,97542,"考
5",广东省教育考试院官方PDF,True,False,,
10429,青岛理工大学,物理,205,522,125448,11,广东省教育考试院官方PDF,True,False,,
10429,青岛理工大学,物理,206,512,142691,53,广东省教育考试院官方PDF,True,False,,
10430,山东建筑大学,物理,208,526,118839,1,广东省教育考试院官方PDF,True,False,,
10430,山东建筑大学(中外合作办学),物理,"育
209",516,136065,2,广东省教育考试院官方PDF,True,False,,
10430,山东建筑大学,物理,210,505,156119,19,广东省教育考试院官方PDF,True,False,,
10431,齐鲁工业大学,物理,208,515,138461,5,广东省教育考试院官方PDF,True,False,,
10431,齐鲁工业大学,物理,209,510,146062,68,广东省教育考试院官方PDF,True,False,,
10433,"教
山东理工大学",物理,204,539,97538,4,广东省教育考试院官方PDF,True,False,,
10433,山东理工大学,物理,205,537,101004,17,广东省教育考试院官方PDF,True,False,,
10433,山东理工大学,物理,206,546,87296,4,广东省教育考试院官方PDF,True,False,,
10434,山东农业大学,物理,205,489,183881,99,广东省教育考试院官方PDF,True,False,,
10434,"省
山东农业大学(中外合作办学)",物理,206,522,125907,3,广东省教育考试院官方PDF,True,False,,
10435,青岛农业大学,物理,203,494,175630,61,广东省教育考试院官方PDF,True,False,,
10435,青岛农业大学(中外合作办学),物理,204,448,257214,14,广东省教育考试院官方PDF,True,False,,
10438,山东第二医科大学,物理,202,516,136530,16,广东省教育考试院官方PDF,True,False,,
10439,"东
山东第一医科大学",物理,206,548,83865,2,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,207,531,110080,4,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,208,527,117546,5,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,211,541,94111,3,广东省教育考试院官方PDF,True,False,,
10439,"广
山东第一医科大学",物理,212,584,40430,2,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,213,595,30706,2,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,214,532,109427,4,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,215,523,124230,5,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,216,532,109046,2,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,217,543,92167,4,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,218,519,131649,5,广东省教育考试院官方PDF,True,False,,
10439,山东第一医科大学,物理,219,537,100106,2,广东省教育考试院官方PDF,True,False,,
10440,滨州医学院,物理,202,529,113057,15,广东省教育考试院官方PDF,True,False,,
10441,山东中医药大学,物理,202,540,95695,20,广东省教育考试院官方PDF,True,False,,
10443,济宁医学院,物理,202,535,103939,6,广东省教育考试院官方PDF,True,False,,
10445,山东师范大学,物理,214,527,117904,20,广东省教育考试院官方PDF,True,False,,
10445,山东师范大学(中外合作办学),物理,215,498,167741,3,广东省教育考试院官方PDF,True,False,,
10445,山东师范大学,物理,216,552,78557,5,广东省教育考试院官方PDF,True,False,,
10445,山东师范大学,物理,217,521,127437,46,广东省教育考试院官方PDF,True,False,,
10447,聊城大学,物理,202,505,155212,5,广东省教育考试院官方PDF,True,False,,
10449,山东航空学院,物理,205,512,143631,1,广东省教育考试院官方PDF,True,False,,
10449,山东航空学院,物理,206,529,114124,3,广东省教育考试院官方PDF,True,False,,
10451,鲁东大学,物理,205,490,183714,20,广东省教育考试院官方PDF,True,False,,
10451,鲁东大学(中外合作办学),物理,206,493,178348,5,广东省教育考试院官方PDF,True,False,,
10452,临沂大学,物理,208,515,137293,24,广东省教育考试院官方PDF,True,False,,
10452,临沂大学(中外合作办学),物理,209,491,180713,4,广东省教育考试院官方PDF,True,False,,
10452,临沂大学,物理,210,516,136054,2,广东省教育考试院官方PDF,True,False,,
10453,泰山学院,物理,202,496,172367,10,广东省教育考试院官方PDF,True,False,,
10455,菏泽学院,物理,205,503,159701,2,广东省教育考试院官方PDF,True,False,,
10456,山东财经大学,物理,205,542,93200,16,广东省教育考试院官方PDF,True,False,,
10456,山东财经大学,物理,206,550,80398,13,广东省教育考试院官方PDF,True,False,,
10459,郑州大学,物理,210,594,31338,5,广东省教育考试院官方PDF,True,False,,
10459,郑州大学(中外合作办学),物理,214,579,45210,3,广东省教育考试院官方PDF,True,False,,
10460,河南理工大学,物理,208,540,96574,3,广东省教育考试院官方PDF,True,False,,
10460,河南理工大学,物理,209,534,105304,32,广东省教育考试院官方PDF,True,False,,
10460,河南理工大学(中外合作办学),物理,210,540,96063,"考
4",广东省教育考试院官方PDF,True,False,,
10460,河南理工大学(中外合作办学),物理,211,535,104106,6,广东省教育考试院官方PDF,True,False,,
10462,郑州轻工业大学,物理,206,529,114277,85,广东省教育考试院官方PDF,True,False,,
10462,郑州轻工业大学(中外合作办学),物理,207,535,104497,5,广东省教育考试院官方PDF,True,False,,
10462,郑州轻工业大学(中外合作办学),物理,"育
208",494,176464,10,广东省教育考试院官方PDF,True,False,,
10463,河南工业大学,物理,210,528,115393,8,广东省教育考试院官方PDF,True,False,,
10463,河南工业大学,物理,211,523,124815,34,广东省教育考试院官方PDF,True,False,,
10463,河南工业大学,物理,212,529,113753,24,广东省教育考试院官方PDF,True,False,,
10463,"教
河南工业大学(中外合作办学/豫台合作办学)",物理,213,495,173129,6,广东省教育考试院官方PDF,True,False,,
10464,河南科技大学,物理,212,543,92076,5,广东省教育考试院官方PDF,True,False,,
10464,河南科技大学,物理,213,546,86895,46,广东省教育考试院官方PDF,True,False,,
10464,河南科技大学,物理,214,523,123927,21,广东省教育考试院官方PDF,True,False,,
10464,"省
河南科技大学",物理,215,541,94603,6,广东省教育考试院官方PDF,True,False,,
10464,河南科技大学,物理,216,558,70145,6,广东省教育考试院官方PDF,True,False,,
10464,河南科技大学(中外合作办学),物理,217,534,105536,8,广东省教育考试院官方PDF,True,False,,
10464,河南科技大学(中外合作办学),物理,218,538,98905,6,广东省教育考试院官方PDF,True,False,,
10465,"东
中原工学院",物理,205,502,161470,4,广东省教育考试院官方PDF,True,False,,
10465,中原工学院,物理,206,520,129542,4,广东省教育考试院官方PDF,True,False,,
10466,河南农业大学,物理,212,511,144313,4,广东省教育考试院官方PDF,True,False,,
10466,河南农业大学,物理,213,527,117483,3,广东省教育考试院官方PDF,True,False,,
10466,"广
河南农业大学",物理,214,532,108210,9,广东省教育考试院官方PDF,True,False,,
10466,河南农业大学,物理,215,530,112627,4,广东省教育考试院官方PDF,True,False,,
10466,河南农业大学(中外合作办学),物理,216,502,160732,10,广东省教育考试院官方PDF,True,False,,
10466,河南农业大学,物理,217,525,121027,3,广东省教育考试院官方PDF,True,False,,
10466,河南农业大学,物理,218,525,120641,2,广东省教育考试院官方PDF,True,False,,
10467,河南科技学院,物理,207,495,173983,37,广东省教育考试院官方PDF,True,False,,
10471,河南中医药大学,物理,206,558,69466,6,广东省教育考试院官方PDF,True,False,,
10471,河南中医药大学,物理,207,539,98091,7,广东省教育考试院官方PDF,True,False,,
10471,河南中医药大学,物理,208,532,108994,4,广东省教育考试院官方PDF,True,False,,
10472,河南医药大学,物理,206,517,133619,20,广东省教育考试院官方PDF,True,False,,
10475,河南大学,物理,219,547,86032,23,广东省教育考试院官方PDF,True,False,,
10475,河南大学(中外合作办学),物理,222,508,151144,30,广东省教育考试院官方PDF,True,False,,
10475,河南大学,物理,223,552,78765,37,广东省教育考试院官方PDF,True,False,,
10475,河南大学(中外合作办学),物理,226,525,120162,12,广东省教育考试院官方PDF,True,False,,
10475,河南大学(中外合作办学),物理,227,558,69993,15,广东省教育考试院官方PDF,True,False,,
10475,河南大学,物理,228,563,63136,55,广东省教育考试院官方PDF,True,False,,
10476,河南师范大学,物理,207,567,58182,3,广东省教育考试院官方PDF,True,False,,
10476,河南师范大学,物理,208,483,195419,18,广东省教育考试院官方PDF,True,False,,
10476,河南师范大学,物理,209,482,197797,15,广东省教育考试院官方PDF,True,False,,
10477,信阳师范大学,物理,203,520,129842,5,广东省教育考试院官方PDF,True,False,,
10477,信阳师范大学(中外合作办学),物理,204,489,184287,8,广东省教育考试院官方PDF,True,False,,
10478,周口师范学院,物理,205,494,174947,2,广东省教育考试院官方PDF,True,False,,
10478,周口师范学院,物理,206,498,167942,11,广东省教育考试院官方PDF,True,False,,
10481,南阳师范学院,物理,212,513,140650,3,广东省教育考试院官方PDF,True,False,,
10481,南阳师范学院,物理,213,495,173723,8,广东省教育考试院官方PDF,True,False,,
10481,南阳师范学院,物理,215,495,174698,10,广东省教育考试院官方PDF,True,False,,
10481,南阳师范学院(中外合作办学),物理,216,493,177673,6,广东省教育考试院官方PDF,True,False,,
10481,南阳师范学院(联合培养),物理,217,486,190805,4,广东省教育考试院官方PDF,True,False,,
10482,洛阳师范学院,物理,204,491,180631,15,广东省教育考试院官方PDF,True,False,,
10483,商丘师范学院,物理,206,494,176100,3,广东省教育考试院官方PDF,True,False,,
10483,商丘师范学院,物理,207,495,174233,8,广东省教育考试院官方PDF,True,False,,
10484,河南财经政法大学,物理,206,539,97305,"考
6",广东省教育考试院官方PDF,True,False,,
10484,河南财经政法大学,物理,207,532,109310,6,广东省教育考试院官方PDF,True,False,,
10484,河南财经政法大学,物理,208,527,117370,10,广东省教育考试院官方PDF,True,False,,
10485,郑州航空工业管理学院,物理,206,503,158697,6,广东省教育考试院官方PDF,True,False,,
10485,郑州航空工业管理学院,物理,"育
207",541,95028,4,广东省教育考试院官方PDF,True,False,,
10485,郑州航空工业管理学院,物理,208,534,105111,8,广东省教育考试院官方PDF,True,False,,
10486,武汉大学,物理,213,640,6254,29,广东省教育考试院官方PDF,True,False,,
10486,武汉大学,物理,214,646,4603,46,广东省教育考试院官方PDF,True,False,,
10486,"教
武汉大学",物理,215,641,5936,11,广东省教育考试院官方PDF,True,False,,
10486,武汉大学,物理,216,623,12629,6,广东省教育考试院官方PDF,True,False,,
10486,武汉大学,物理,217,643,5284,2,广东省教育考试院官方PDF,True,False,,
10486,武汉大学(中外合作办学),物理,218,611,19170,10,广东省教育考试院官方PDF,True,False,,
10486,"省
武汉大学",物理,219,609,20476,6,广东省教育考试院官方PDF,True,False,,
10486,武汉大学,物理,220,657,2480,22,广东省教育考试院官方PDF,True,False,,
10486,武汉大学,物理,221,645,4860,49,广东省教育考试院官方PDF,True,False,,
10486,武汉大学,物理,222,648,4202,49,广东省教育考试院官方PDF,True,False,,
10487,"东
华中科技大学",物理,214,653,3099,158,广东省教育考试院官方PDF,True,False,,
10487,华中科技大学,物理,215,646,4554,11,广东省教育考试院官方PDF,True,False,,
10487,华中科技大学(中外合作办学),物理,217,621,13489,12,广东省教育考试院官方PDF,True,False,,
10487,华中科技大学(中外合作办学),物理,218,617,15874,10,广东省教育考试院官方PDF,True,False,,
10487,"广
华中科技大学(预防医学)",物理,219,620,14202,11,广东省教育考试院官方PDF,True,False,,
10488,武汉科技大学,物理,212,552,77859,19,广东省教育考试院官方PDF,True,False,,
10488,武汉科技大学,物理,213,569,56342,51,广东省教育考试院官方PDF,True,False,,
10488,武汉科技大学(中外合作办学),物理,214,541,95196,37,广东省教育考试院官方PDF,True,False,,
10489,长江大学,物理,217,538,99931,3,广东省教育考试院官方PDF,True,False,,
10489,长江大学,物理,220,538,98707,38,广东省教育考试院官方PDF,True,False,,
10489,长江大学(中外合作办学),物理,222,463,232093,6,广东省教育考试院官方PDF,True,False,,
10489,长江大学(中外合作办学),物理,223,532,109002,3,广东省教育考试院官方PDF,True,False,,
10489,长江大学,物理,224,559,69392,5,广东省教育考试院官方PDF,True,False,,
10490,武汉工程大学,物理,207,541,94390,12,广东省教育考试院官方PDF,True,False,,
10490,武汉工程大学,物理,208,559,68311,31,广东省教育考试院官方PDF,True,False,,
10490,武汉工程大学(中外合作办学),物理,209,541,94907,4,广东省教育考试院官方PDF,True,False,,
10491,中国地质大学(武汉),物理,214,591,33896,6,广东省教育考试院官方PDF,True,False,,
10491,中国地质大学(武汉),物理,215,592,33226,108,广东省教育考试院官方PDF,True,False,,
10491,中国地质大学(武汉)(中外合作办学),物理,218,591,33863,5,广东省教育考试院官方PDF,True,False,,
10491,中国地质大学(武汉)(中外合作办学),物理,219,592,32781,1,广东省教育考试院官方PDF,True,False,,
10491,中国地质大学(武汉)(中外合作办学),物理,220,593,32416,3,广东省教育考试院官方PDF,True,False,,
10491,中国地质大学(武汉)(中外合作办学),物理,221,577,46904,2,广东省教育考试院官方PDF,True,False,,
10495,武汉纺织大学,物理,208,547,84646,8,广东省教育考试院官方PDF,True,False,,
10495,武汉纺织大学,物理,209,538,99093,45,广东省教育考试院官方PDF,True,False,,
10496,武汉轻工大学(中外合作办学),物理,210,497,169470,6,广东省教育考试院官方PDF,True,False,,
10496,武汉轻工大学,物理,211,550,81278,8,广东省教育考试院官方PDF,True,False,,
10496,武汉轻工大学(中外合作办学),物理,212,510,147151,18,广东省教育考试院官方PDF,True,False,,
10496,武汉轻工大学(中外合作办学),物理,213,505,156454,6,广东省教育考试院官方PDF,True,False,,
10497,武汉理工大学,物理,205,627,10815,2,广东省教育考试院官方PDF,True,False,,
10497,武汉理工大学,物理,207,627,10809,2,广东省教育考试院官方PDF,True,False,,
10497,武汉理工大学(中外合作办学),物理,209,598,28152,6,广东省教育考试院官方PDF,True,False,,
10497,武汉理工大学(中外合作办学),物理,212,595,30505,5,广东省教育考试院官方PDF,True,False,,
10497,武汉理工大学,物理,216,610,19546,237,广东省教育考试院官方PDF,True,False,,
10500,湖北工业大学,物理,203,538,99224,35,广东省教育考试院官方PDF,True,False,,
10500,湖北工业大学,物理,212,552,78232,94,广东省教育考试院官方PDF,True,False,,
10500,湖北工业大学(中外合作办学),物理,213,535,104612,"考
30",广东省教育考试院官方PDF,True,False,,
10504,华中农业大学,物理,220,585,39571,1,广东省教育考试院官方PDF,True,False,,
10504,华中农业大学,物理,221,587,37710,10,广东省教育考试院官方PDF,True,False,,
10504,华中农业大学(中外合作办学),物理,222,565,61158,2,广东省教育考试院官方PDF,True,False,,
10504,华中农业大学,物理,"育
223",599,27703,2,广东省教育考试院官方PDF,True,False,,
10504,华中农业大学,物理,224,591,33907,31,广东省教育考试院官方PDF,True,False,,
10504,华中农业大学,物理,225,601,25621,7,广东省教育考试院官方PDF,True,False,,
10504,华中农业大学(中外合作办学),物理,226,560,66832,3,广东省教育考试院官方PDF,True,False,,
10504,"教
华中农业大学(中外合作办学)",物理,227,567,58978,2,广东省教育考试院官方PDF,True,False,,
10504,华中农业大学,物理,228,589,35414,3,广东省教育考试院官方PDF,True,False,,
10507,湖北中医药大学,物理,211,543,91858,1,广东省教育考试院官方PDF,True,False,,
10507,湖北中医药大学,物理,212,565,60965,14,广东省教育考试院官方PDF,True,False,,
10507,"省
湖北中医药大学",物理,213,513,142101,11,广东省教育考试院官方PDF,True,False,,
10507,湖北中医药大学,物理,214,534,105712,23,广东省教育考试院官方PDF,True,False,,
10511,华中师范大学,物理,205,586,37846,38,广东省教育考试院官方PDF,True,False,,
10511,华中师范大学,物理,224,601,25964,3,广东省教育考试院官方PDF,True,False,,
10511,"东
华中师范大学",物理,225,607,21328,29,广东省教育考试院官方PDF,True,False,,
10511,华中师范大学,物理,226,610,19881,14,广东省教育考试院官方PDF,True,False,,
10512,湖北大学,物理,211,557,71107,39,广东省教育考试院官方PDF,True,False,,
10512,湖北大学,物理,212,551,79318,34,广东省教育考试院官方PDF,True,False,,
10512,"广
湖北大学",物理,214,561,66288,2,广东省教育考试院官方PDF,True,False,,
10512,湖北大学,物理,215,545,87788,14,广东省教育考试院官方PDF,True,False,,
10512,湖北大学,物理,216,552,77628,36,广东省教育考试院官方PDF,True,False,,
10512,湖北大学(中外合作办学),物理,217,551,79068,11,广东省教育考试院官方PDF,True,False,,
10513,湖北师范大学,物理,204,555,74577,6,广东省教育考试院官方PDF,True,False,,
10519,湖北文理学院,物理,206,510,147014,5,广东省教育考试院官方PDF,True,False,,
10519,湖北文理学院,物理,207,496,171876,6,广东省教育考试院官方PDF,True,False,,
10520,中南财经政法大学,物理,203,600,26626,100,广东省教育考试院官方PDF,True,False,,
10520,中南财经政法大学(中外合作办学),物理,204,567,59191,4,广东省教育考试院官方PDF,True,False,,
10520,中南财经政法大学,物理,205,604,23451,24,广东省教育考试院官方PDF,True,False,,
10520,中南财经政法大学(中外合作办学),物理,206,596,29619,10,广东省教育考试院官方PDF,True,False,,
10522,武汉体育学院,物理,212,520,129488,6,广东省教育考试院官方PDF,True,False,,
10522,武汉体育学院,物理,213,526,119146,7,广东省教育考试院官方PDF,True,False,,
10524,中南民族大学,物理,211,551,79573,3,广东省教育考试院官方PDF,True,False,,
10524,中南民族大学,物理,212,551,80189,7,广东省教育考试院官方PDF,True,False,,
10524,中南民族大学,物理,213,544,90648,15,广东省教育考试院官方PDF,True,False,,
10524,中南民族大学,物理,214,545,88663,20,广东省教育考试院官方PDF,True,False,,
10525,湖北汽车工业学院,物理,204,536,102318,3,广东省教育考试院官方PDF,True,False,,
10525,湖北汽车工业学院(中外合作办学),物理,205,522,126212,4,广东省教育考试院官方PDF,True,False,,
10528,湖北工程学院,物理,204,506,154490,7,广东省教育考试院官方PDF,True,False,,
10528,湖北工程学院,物理,205,520,128743,7,广东省教育考试院官方PDF,True,False,,
10528,湖北工程学院,物理,206,528,114796,1,广东省教育考试院官方PDF,True,False,,
10530,湘潭大学,物理,213,564,62576,24,广东省教育考试院官方PDF,True,False,,
10530,湘潭大学,物理,216,568,57409,85,广东省教育考试院官方PDF,True,False,,
10531,吉首大学,物理,216,539,98227,3,广东省教育考试院官方PDF,True,False,,
10531,吉首大学,物理,218,505,156574,12,广东省教育考试院官方PDF,True,False,,
10531,吉首大学,物理,219,528,116199,6,广东省教育考试院官方PDF,True,False,,
10531,吉首大学,物理,220,495,173798,3,广东省教育考试院官方PDF,True,False,,
10532,湖南大学,物理,204,619,14795,31,广东省教育考试院官方PDF,True,False,,
10532,湖南大学,物理,206,624,12143,227,广东省教育考试院官方PDF,True,False,,
10532,湖南大学(本科预科班),物理,213,534,105687,3,广东省教育考试院官方PDF,True,False,,
10533,中南大学,物理,203,617,15675,"考
269",广东省教育考试院官方PDF,True,False,,
10533,中南大学(中外合作办学),物理,205,612,18785,18,广东省教育考试院官方PDF,True,False,,
10533,中南大学(中外合作办学),物理,206,607,21367,8,广东省教育考试院官方PDF,True,False,,
10533,中南大学,物理,207,624,12346,14,广东省教育考试院官方PDF,True,False,,
10533,中南大学,物理,"育
209",662,1809,3,广东省教育考试院官方PDF,True,False,,
10534,湖南科技大学,物理,217,549,83053,3,广东省教育考试院官方PDF,True,False,,
10534,湖南科技大学,物理,218,537,100565,3,广东省教育考试院官方PDF,True,False,,
10534,湖南科技大学,物理,219,533,107862,48,广东省教育考试院官方PDF,True,False,,
10534,"教
湖南科技大学",物理,220,561,65885,2,广东省教育考试院官方PDF,True,False,,
10534,湖南科技大学,物理,221,536,102685,246,广东省教育考试院官方PDF,True,False,,
10536,长沙理工大学,物理,215,556,73334,4,广东省教育考试院官方PDF,True,False,,
10536,长沙理工大学,物理,216,550,81145,14,广东省教育考试院官方PDF,True,False,,
10536,"省
长沙理工大学",物理,217,552,78463,25,广东省教育考试院官方PDF,True,False,,
10536,长沙理工大学,物理,218,552,77558,241,广东省教育考试院官方PDF,True,False,,
10536,长沙理工大学,物理,219,553,76488,23,广东省教育考试院官方PDF,True,False,,
10536,长沙理工大学,物理,220,557,71930,13,广东省教育考试院官方PDF,True,False,,
10536,"东
长沙理工大学(中外合作办学)",物理,221,539,98273,2,广东省教育考试院官方PDF,True,False,,
10536,长沙理工大学(中外合作办学),物理,222,592,33423,5,广东省教育考试院官方PDF,True,False,,
10536,长沙理工大学(中外合作办学),物理,223,570,54927,4,广东省教育考试院官方PDF,True,False,,
10536,长沙理工大学,物理,224,580,44074,19,广东省教育考试院官方PDF,True,False,,
10537,"广
湖南农业大学",物理,219,546,87152,3,广东省教育考试院官方PDF,True,False,,
10537,湖南农业大学,物理,220,531,110373,43,广东省教育考试院官方PDF,True,False,,
10537,湖南农业大学(中外合作办学),物理,221,513,141238,5,广东省教育考试院官方PDF,True,False,,
10537,湖南农业大学,物理,222,541,94563,3,广东省教育考试院官方PDF,True,False,,
10537,湖南农业大学,物理,223,526,119351,169,广东省教育考试院官方PDF,True,False,,
10537,湖南农业大学(中外合作办学),物理,224,502,161604,45,广东省教育考试院官方PDF,True,False,,
10537,湖南农业大学,物理,225,541,94127,3,广东省教育考试院官方PDF,True,False,,
10538,中南林业科技大学,物理,211,527,117620,40,广东省教育考试院官方PDF,True,False,,
10538,中南林业科技大学,物理,212,510,147226,157,广东省教育考试院官方PDF,True,False,,
10538,中南林业科技大学,物理,213,541,95170,2,广东省教育考试院官方PDF,True,False,,
10541,湖南中医药大学,物理,207,541,94456,2,广东省教育考试院官方PDF,True,False,,
10541,湖南中医药大学,物理,208,567,59087,28,广东省教育考试院官方PDF,True,False,,
10541,湖南中医药大学,物理,209,537,101204,3,广东省教育考试院官方PDF,True,False,,
10541,湖南中医药大学,物理,210,551,79240,4,广东省教育考试院官方PDF,True,False,,
10541,湖南中医药大学,物理,211,557,71388,22,广东省教育考试院官方PDF,True,False,,
